"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"styler","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.10.1",NA,"R (>= 3.6.0)","cli (>= 3.1.1), magrittr (>= 2.0.0), purrr (>= 0.2.3), R.cache
(>= 0.15.0), rlang (>= 1.0.0), rprojroot (>= 1.1), tools, vctrs
(>= 0.4.1), withr (>= 2.3.0),",NA,"data.tree (>= 0.1.6), digest, dplyr, here, knitr, prettycode,
rmarkdown, roxygen2, rstudioapi (>= 0.7), tibble (>= 1.4.2),
testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"survey","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","4.2-1",NA,"R (>= 3.5.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4)",NA,"foreign, MASS, KernSmooth, hexbin, RSQLite, quantreg,
parallel, CompQuadForm, DBI, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.3.1"
"survival","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","3.5-5","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"svglite","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.1.1",NA,"R (>= 3.0.0)","systemfonts (>= 1.0.0)","cpp11, systemfonts","covr, fontquiver (>= 0.2.0), htmltools, knitr, rmarkdown,
testthat, xml2 (>= 1.0.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"SwimmeR","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.14.2",NA,"R (>= 3.5.0)","purrr, dplyr, stringr, utils, rvest, pdftools, magrittr, xml2,
readr",NA,"testthat (>= 2.1.0), knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"sys","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","3.4.2",NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"sysfonts","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.8.8",NA,NA,NA,NA,"curl, jsonlite",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"systemfit","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1-30",NA,"R (>= 3.2.0), Matrix, car (>= 2.0-0), lmtest","stats (>= 2.14.0), sandwich (>= 2.2-9), MASS, methods",NA,"knitr, plm (>= 1.0-1), sem (>= 2.0-0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"systemfonts","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.4",NA,"R (>= 3.2.0)",NA,"cpp11 (>= 0.2.1)","testthat (>= 2.1.0), covr, knitr, rmarkdown, tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"targets","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.2",NA,"R (>= 3.5.0)","base64url (>= 1.4), callr (>= 3.7.0), cli (>= 2.0.2),
codetools (>= 0.2.16), data.table (>= 1.12.8), digest (>=
0.6.25), igraph (>= 1.2.5), knitr (>= 1.34), R6 (>= 2.4.1),
rlang (>= 1.0.0), stats, tibble (>= 3.0.1), tidyselect (>=
1.1.0), tools, utils, vctrs (>= 0.2.4), yaml (>= 2.2.1)",NA,"arrow (>= 3.0.0), bs4Dash (>= 2.0.0), clustermq (>=
0.8.95.1), crew (>= 0.3.0), curl (>= 4.3), DT (>= 0.14), dplyr
(>= 1.0.0), fst (>= 0.9.2), future (>= 1.19.1),
future.batchtools (>= 0.9.0), future.callr (>= 0.6.0), gargle
(>= 1.2.0), googleCloudStorageR (>= 0.7.0), gt (>= 0.2.2),
keras (>= 2.2.5.0), markdown (>= 1.1), nanonext (>= 0.9.0),
rmarkdown (>= 2.4), parallelly (>= 1.35.0), paws.storage (>=
0.2.0), pingr (>= 2.0.1), pkgload (>= 1.1.0), processx (>=
3.4.3), qs (>= 0.24.1), reprex (>= 2.0.0), rstudioapi (>=
0.11), R.utils (>= 2.6.0), shiny (>= 1.5.0), shinybusy (>=
0.2.2), shinyWidgets (>= 0.5.4), testthat (>= 3.0.0), torch (>=
0.1.0), usethis (>= 1.6.3), visNetwork (>= 2.0.9)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"tcltk","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","4.3.1","base",NA,"utils",NA,NA,NA,"Part of R 4.3.1",NA,NA,NA,NA,"yes","4.3.1"
"tensorA","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.36.2",NA,"R (>= 2.2.0), stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"terra","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.7-39",NA,"R (>= 3.5.0)","methods, Rcpp (>= 1.0-10)","Rcpp","parallel, tinytest, ncdf4, sf (>= 0.9-8), deldir, XML,
leaflet, htmlwidgets",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.1"
"tesseract","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","5.1.0",NA,NA,"Rcpp (>= 0.12.12), pdftools (>= 1.5), curl, rappdirs, digest","Rcpp","magick (>= 1.7), spelling, knitr, tibble, rmarkdown",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.3.1"
"testit","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.13",NA,NA,NA,NA,"rstudioapi, covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"testthat","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","3.1.10",NA,"R (>= 3.1)","brio, callr (>= 3.5.1), cli (>= 3.4.0), desc, digest, ellipsis
(>= 0.2.0), evaluate, jsonlite, lifecycle, magrittr, methods,
pkgload (>= 1.3.0), praise, processx (>= 3.8.2), ps (>= 1.3.4),
R6 (>= 2.2.0), rlang (>= 1.1.0), utils, waldo (>= 0.5.0), withr
(>= 2.4.3)",NA,"covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr,
rmarkdown, rstudioapi, shiny, usethis, vctrs (>= 0.1.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"textshaping","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.3.6",NA,"R (>= 3.2.0)","systemfonts (>= 1.0.0)","cpp11 (>= 0.2.1), systemfonts (>= 1.0.0)","covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"TH.data","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1-2",NA,"R (>= 3.5.0), survival, MASS",NA,NA,"trtf, tram, rms, coin, ATR, multcomp, gridExtra, vcd,
colorspace, lattice, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"this.path","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.0.0",NA,NA,NA,NA,"utils, microbenchmark","compiler, box, IRkernel, jsonlite, knitr, rprojroot,
rstudioapi, testthat","MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"threejs","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.3.3",NA,"R (>= 3.0.0), igraph (>= 1.0.0)","htmlwidgets (>= 0.3.2), base64enc, crosstalk, methods, stats",NA,"maps","knitr, shiny","MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"tibble","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","3.2.1",NA,"R (>= 3.4.0)","fansi (>= 0.4.0), lifecycle (>= 1.0.0), magrittr, methods,
pillar (>= 1.8.1), pkgconfig, rlang (>= 1.0.2), utils, vctrs
(>= 0.4.2)",NA,"bench, bit64, blob, brio, callr, cli, covr, crayon (>=
1.3.4), DiagrammeR, dplyr, evaluate, formattable, ggplot2,
here, hms, htmltools, knitr, lubridate, mockr, nycflights13,
pkgbuild, pkgload, purrr, rmarkdown, stringi, testthat (>=
3.0.2), tidyr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"tidycensus","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4.4",NA,"R (>= 3.3.0)","httr, sf, dplyr (>= 1.0.0), tigris, stringr, jsonlite (>=
1.5.0), purrr, rvest, tidyr (>= 1.0.0), rappdirs, readr, xml2,
units, utils, rlang, crayon, tidyselect",NA,"ggplot2, survey, srvyr, terra",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"tidycmprsk","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.2.0",NA,"R (>= 3.4)","broom (>= 1.0.1), cli (>= 3.1.0), cmprsk (>= 2.2.10), dplyr
(>= 1.0.7), ggplot2 (>= 3.3.5), gtsummary (>= 1.6.2), hardhat
(>= 0.2.0), purrr (>= 0.3.4), rlang (>= 1.0.0), stringr (>=
1.4.0), survival, tibble (>= 3.1.6), tidyr (>= 1.1.4)",NA,"covr (>= 3.5.1), ggsurvfit, knitr (>= 1.36), spelling,
testthat (>= 3.1.0)",NA,"AGPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"tidygraph","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.3",NA,NA,"tibble, dplyr (>= 0.8.5), igraph (>= 1.3.0), magrittr, utils,
rlang, R6, tools, stats, tidyr, pillar, cli","cpp11","network, data.tree, ape, graph, methods, testthat, covr,
seriation, netrankr, influenceR, NetSwan",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"tidyr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.3.0",NA,"R (>= 3.4.0)","cli (>= 3.4.1), dplyr (>= 1.0.10), glue, lifecycle (>= 1.0.3),
magrittr, purrr (>= 1.0.1), rlang (>= 1.0.4), stringr (>=
1.5.0), tibble (>= 2.1.1), tidyselect (>= 1.2.0), utils, vctrs
(>= 0.5.2)","cpp11 (>= 0.4.0)","covr, data.table, knitr, readr, repurrrsive (>= 1.1.0),
rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"tidyselect","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.0",NA,"R (>= 3.4)","cli (>= 3.3.0), glue (>= 1.3.0), lifecycle (>= 1.0.3), rlang
(>= 1.0.4), vctrs (>= 0.4.1), withr",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, stringr,
testthat (>= 3.1.1), tibble (>= 2.1.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"tidyverse","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.0.0",NA,"R (>= 3.3)","broom (>= 1.0.3), conflicted (>= 1.2.0), cli (>= 3.6.0),
dbplyr (>= 2.3.0), dplyr (>= 1.1.0), dtplyr (>= 1.2.2), forcats
(>= 1.0.0), ggplot2 (>= 3.4.1), googledrive (>= 2.0.0),
googlesheets4 (>= 1.0.1), haven (>= 2.5.1), hms (>= 1.1.2),
httr (>= 1.4.4), jsonlite (>= 1.8.4), lubridate (>= 1.9.2),
magrittr (>= 2.0.3), modelr (>= 0.1.10), pillar (>= 1.8.1),
purrr (>= 1.0.1), ragg (>= 1.2.5), readr (>= 2.1.4), readxl (>=
1.4.2), reprex (>= 2.0.2), rlang (>= 1.0.6), rstudioapi (>=
0.14), rvest (>= 1.0.3), stringr (>= 1.5.0), tibble (>= 3.1.8),
tidyr (>= 1.3.0), xml2 (>= 1.3.3)",NA,"covr (>= 3.6.1), feather (>= 0.3.5), glue (>= 1.6.2), mockr
(>= 0.2.0), knitr (>= 1.41), rmarkdown (>= 2.20), testthat (>=
3.1.6)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"tigris","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.0.3",NA,"R (>= 3.3.0)","stringr, magrittr, utils, rappdirs, httr, uuid, sf, dplyr,
methods",NA,"testthat, ggplot2, ggthemes, leaflet, knitr, tidycensus, sp",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"tikzDevice","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.12.5",NA,"R (>= 2.14.0)","filehash (>= 2.3), png",NA,"evaluate, formatR, ggplot2, knitr, lattice, maps, scales,
stringr, testthat (>= 0.8.1), withr, covr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"timechange","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.2.0",NA,"R (>= 3.3)",NA,"cpp11 (>= 0.2.7)","testthat (>= 0.7.1.99), knitr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"timeDate","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","4022.108",NA,"R (>= 3.6.0)","graphics, utils, stats, methods",NA,"RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"timeSeries","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","4030.106",NA,"R (>= 2.10), timeDate (>= 2150.95)","graphics, grDevices, stats, utils, methods",NA,"RUnit, robustbase, xts, PerformanceAnalytics, fTrading",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"tinytest","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4.1",NA,"R (>= 3.0.0)","parallel, utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"tinytex","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.46",NA,NA,"xfun (>= 0.29)",NA,"testit, rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"tis","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.39",NA,"R (>= 2.3)",NA,NA,"reshape, scales","zoo, ggplot2, graphics","Unlimited",NA,NA,NA,NA,"yes","4.3.1"
"TMB","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.9.6",NA,"R (>= 3.0.0)","graphics, methods, stats, utils, Matrix (>= 1.0-12)","Matrix, RcppEigen","numDeriv, parallel",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"tools","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","4.3.1","base",NA,NA,NA,"codetools, methods, xml2, curl, commonmark, knitr, xfun,
mathjaxr, V8",NA,"Part of R 4.3.1",NA,NA,NA,NA,"yes","4.3.1"
"transformr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.1.4",NA,NA,"tweenr, rlang, sf, lpSolve, vctrs","cpp11","covr, magrittr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"translations","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","4.3.1",NA,NA,NA,NA,NA,NA,"Part of R 4.3.1",NA,NA,NA,NA,NA,"4.3.1"
"tree","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0-43",NA,"R (>= 3.6.0), grDevices, graphics, stats",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"triebeard","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4.1",NA,NA,"Rcpp","Rcpp","knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"trust","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.1-8",NA,"R (>= 2.10.0)","stats",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"tseries","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.10-54",NA,"R (>= 2.10.0)","graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4-9),
jsonlite",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"TSP","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2-4",NA,"R (>= 3.5.0)","graphics, foreach, utils, stats, grDevices",NA,"maps, doParallel, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"TTR","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.24.3",NA,NA,"xts (>= 0.10-0), zoo, curl","xts","RUnit","quantmod","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"tweenr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.0.2",NA,"R (>= 3.2.0)","farver, magrittr, rlang, vctrs","cpp11 (>= 0.4.2)","testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"twosamples","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.0.1",NA,NA,NA,"cpp11","testthat (>= 3.0.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"tzdb","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4.0",NA,"R (>= 3.5.0)",NA,"cpp11 (>= 0.4.2)","covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"ucminf","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.0",NA,"R (>= 3.5.0)",NA,NA,"numDeriv",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"units","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.8-3",NA,"R (>= 3.0.2)","Rcpp","Rcpp (>= 0.12.10)","NISTunits, measurements, xml2, magrittr, pillar (>= 1.3.0),
dplyr (>= 1.0.0), vctrs (>= 0.3.1), ggplot2 (> 3.2.1), testthat
(>= 3.0.0), vdiffr, knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"urca","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.3-3",NA,"R (>= 2.0.0), methods","nlme, graphics, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"urlchecker","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.1",NA,"R (>= 3.3)","cli, curl, tools, xml2",NA,"covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"urltools","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.7.3",NA,"R (>= 2.10)","Rcpp, methods, triebeard","Rcpp","testthat, knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"usethis","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.2.2",NA,"R (>= 3.6)","cli (>= 3.0.1), clipr (>= 0.3.0), crayon, curl (>= 2.7), desc
(>= 1.4.2), fs (>= 1.3.0), gert (>= 1.4.1), gh (>= 1.2.1), glue
(>= 1.3.0), jsonlite, lifecycle (>= 1.0.0), purrr, rappdirs,
rlang (>= 1.1.0), rprojroot (>= 1.2), rstudioapi, stats, utils,
whisker, withr (>= 2.3.0), yaml",NA,"covr, knitr, magick, pkgload, rmarkdown, roxygen2 (>= 7.1.2),
spelling (>= 1.2), styler (>= 1.2.0), testthat (>= 3.1.8)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"utf8","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.3",NA,"R (>= 2.10)",NA,NA,"cli, covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0),
withr",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"utils","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","4.3.1","base",NA,NA,NA,"methods, xml2, commonmark, knitr",NA,"Part of R 4.3.1",NA,NA,NA,NA,"yes","4.3.1"
"uuid","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1-1",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"V8","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","4.3.3",NA,NA,"Rcpp (>= 0.12.12), jsonlite (>= 1.0), curl (>= 1.0), utils","Rcpp","testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"vars","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.5-9",NA,"R (>= 2.0.0), MASS, strucchange, urca (>= 1.1-6), lmtest (>=
0.9-26), sandwich (>= 2.2-4)","methods",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"vcd","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4-11",NA,"R (>= 2.10), grid","stats, utils, MASS, grDevices, colorspace, lmtest",NA,"KernSmooth, mvtnorm, kernlab, HSAUR3, coin",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"vctrs","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.6.3",NA,"R (>= 3.5.0)","cli (>= 3.4.0), glue, lifecycle (>= 1.0.3), rlang (>= 1.1.0)",NA,"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown (>= 2.0.1), rmarkdown, testthat (>=
3.0.0), tibble (>= 3.1.3), waldo (>= 0.2.0), withr, xml2,
zeallot",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"vdiffr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.5",NA,"R (>= 3.2.0)","diffobj, glue, grDevices, htmltools, lifecycle, rlang,
testthat (>= 3.0.3), xml2 (>= 1.0.0)","cpp11","covr, ggplot2 (>= 3.2.0), roxygen2, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"vegan","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.6-4",NA,"permute (>= 0.9-0), lattice, R (>= 3.4.0)","MASS, cluster, mgcv",NA,"parallel, tcltk, knitr, markdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"VennDiagram","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.7.3",NA,"R (>= 3.5.0), grid (>= 2.14.1), futile.logger","methods",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"viridis","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.6.4",NA,"R (>= 2.10), viridisLite (>= 0.4.0)","ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, httr, mapproj, vdiffr, svglite (>= 1.2.0),
testthat, covr, rmarkdown, maps, terra",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"viridisLite","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4.2",NA,"R (>= 2.10)",NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"vroom","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.6.3",NA,"R (>= 3.4)","bit64, cli (>= 3.2.0), crayon, glue, hms, lifecycle (>=
1.0.3), methods, rlang (>= 0.4.2), stats, tibble (>= 2.0.0),
tidyselect, tzdb (>= 0.1.1), vctrs (>= 0.2.0), withr","cpp11 (>= 0.2.0), progress (>= 1.2.1), tzdb (>= 0.1.1)","archive, bench (>= 1.1.0), covr, curl, dplyr, forcats, fs,
ggplot2, knitr, patchwork, prettyunits, purrr, rmarkdown,
rstudioapi, scales, spelling, testthat (>= 2.1.0), tidyr,
utils, waldo, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"waiter","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.2.5",NA,NA,"R6, shiny, htmltools",NA,"httr, knitr, packer, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"waldo","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.5.1",NA,NA,"cli, diffobj (>= 0.3.4), fansi, glue, methods, rematch2, rlang
(>= 1.0.0), tibble",NA,"covr, R6, testthat (>= 3.0.0), withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"warp","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.2.0",NA,"R (>= 3.2)",NA,NA,"covr, testthat (>= 2.1.0), knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"wdman","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.2.6",NA,"R (>= 3.2)","binman, assertthat, processx, yaml, semver(>= 0.2.0), utils",NA,"testthat, covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"webdriver","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.6",NA,NA,"callr (>= 3.4.0), base64enc, curl (>= 2.0), debugme, httr,
jsonlite, R6, showimage, utils, withr",NA,"covr, pingr, rprojroot, servr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"webfakes","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.0",NA,"R (>= 3.5.0)","stats, tools, utils",NA,"brotli, callr, covr, curl, digest, glue, httpuv, httr,
jsonlite, testthat (>= 3.0.0), withr, xml2, zip (>= 2.3.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"webp","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.0",NA,NA,NA,NA,"jpeg, png",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"webshot","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.5.5",NA,"R (>= 3.0)","magrittr, jsonlite, callr",NA,"httpuv, knitr, rmarkdown, shiny, testthat (>= 3.0.0)",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"webshot2","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.1.1",NA,"R (>= 3.2)","callr, chromote (>= 0.1.0), later, magrittr, promises",NA,"httpuv, rmarkdown, shiny",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"websocket","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4.1",NA,NA,"R6, later (>= 1.2.0)","cpp11, AsioHeaders, later","httpuv, testthat, knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"whisker","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4.1",NA,NA,NA,NA,"markdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"whoami","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.3.0",NA,NA,"httr, jsonlite, utils",NA,"covr, mockery, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"withr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.5.0",NA,"R (>= 3.2.0)","graphics, grDevices, stats",NA,"callr, covr, DBI, knitr, lattice, methods, rlang, rmarkdown
(>= 2.12), RSQLite, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"wk","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.7.3",NA,"R (>= 2.10)",NA,NA,"testthat (>= 3.0.0), vctrs (>= 0.3.0), sf, tibble, readr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
